1995,n/a,
1996,n/a,
1997,n/a,
1998,Frances,TS
1998,Charley,TS
1999,Bret,H4
2000,n/a,
2001,n/a,
2002,Fay,TS
2002,Bertha,TD
2003,Claudette,H1
2004,n/a,
2005,n/a,
2006,n/a,
2007,Erin,TS
2008,Dolly,H2
2009,n/a,
2010,Hermine,TS
2011,Don,TS
2012,n/a,
2013,n/a,
2014,n/a,
2015,Bill,TS
