1995,,
1996,Bertha,
1997,,
1998,,
1999,Floyd,ET
2000,,
2001,,
2002,,
2003,,
2004,,
2005,Cindy,ET
2006,,
2007,Barry,ET
2008,Hanna,ET
2009,,
2010,,
2011,,
2012,,
2013,Andrea,ET
2014,,
2015,,
