2004,12,84.93,80.5,90.5
2005,1,83.4,80.5,87.2
2005,2,84.26,80.3,89.3
2005,3,87.02,79.6,93
2005,4,86.97,79.9,103.7
2005,5,93.84,80.2,105.6
2005,6,102.24,93.8,111.1
2005,7,104.97,96.9,112.1
2005,8,104.38,97.9,113.7
2005,9,102.24,92.1,109.9
2005,10,91.68,80,103.9
2005,11,87.77,78.6,97.5
2005,12,84.53,79,91
2006,1,83.42,78.9,87
2006,2,83.94,80,89.2
2006,3,87.84,78.4,97.6
2006,4,92.14,79,105.1
2006,5,96.46,82.1,114.7
2006,6,98.78,83.3,110.6
2006,7,100.83,85.2,108.5
2006,8,103.74,95.5,109.7
2006,9,97.33,82.5,117.9
2006,10,95.18,80,111.5
2006,11,89.02,80.9,102.5
2006,12,83.73,81.6,86
2007,1,84.24,82.6,86.3
2007,2,83.87,80.3,89.3
2007,3,85.2,81.4,92.9
2007,4,88.27,81,97.8
2007,5,91.74,82.6,105.4
2007,6,101.48,89.7,112.5
2007,7,98.59,88.1,109.4
2007,8,101.89,90.4,109.3
2007,9,98.26,89.6,110
2007,10,93.9,79.4,109
2007,11,85.06,82.2,92.3
2007,12,85.79,79.4,92
2008,1,85.41,81.4,88.6
2008,2,85.12,78.7,91.6
2008,3,87.63,80.8,96
2008,4,89.96,78.3,100.2
2008,5,98.07,85,111.1
2008,6,101.72,94.6,107.6
2008,7,99.22,89.3,108.7
2008,8,101.55,93.3,110.9
2008,9,95.86,80.9,114
2008,10,88.64,79.8,99.9
2008,11,85.16,79.4,94.5
2008,12,84.84,80.8,89.5
2009,1,83.24,78.3,86.9
2009,2,85.77,78.1,95.8
2009,3,85.58,79.3,95.5
2009,4,89.34,79.6,100.7
2009,5,96.5,81.7,107.9
2009,6,103.52,92.3,113
2009,7,105.91,98.2,112.1
2009,8,103.54,97.4,110.6
2009,9,97.92,81.4,105.6
2009,10,95.98,79,112.9
2009,11,83.06,79.9,92.1
2009,12,84.09,80.6,87.1
2010,1,81.1,79.3,82.6
2010,2,80.55,80.5,80.6
2010,3,82.07,78.4,84.8
2010,4,87.97,81,98.3
2010,5,96.06,82,105.5
2010,6,105.29,93.5,112.5
2010,7,102.61,84.8,111.9
2010,8,106.15,96,114.4
2010,9,97.51,81.4,109.4
2010,10,88.42,78.4,102.6
2010,11,87.6,81.2,97.6
2010,12,82.13,79.6,85.6
2011,1,81.66,80.2,83.4
2011,2,84.87,78.6,93.8
2011,3,86.52,79.5,98
2011,4,93.62,79.1,107.4
2011,5,98.37,79.5,113.5
2011,6,102.44,93.6,114.7
2011,7,104.8,97.4,111.5
2011,8,107.46,100.4,114.8
2011,9,99.71,88.1,109.9
2011,10,89.76,79.1,101.8
2011,11,88.97,81.2,94.7
2011,12,83.07,81,85.2
